gender,age,education,hours_per_week,native_country,loan_approved
female,33,Some-college,45,United-States,rejected
male,34,Bachelors,55,United-States,approved
male,58,Some-college,42,United-States,rejected
male,19,HS-grad,40,United-States,rejected
male,43,HS-grad,40,United-States,rejected
male,49,Bachelors,26,United-States,approved
female,18,11th,20,United-States,rejected
male,30,Some-college,40,Nicaragua,rejected
female,25,HS-grad,40,United-States,rejected
female,25,Bachelors,25,United-States,rejected
male,19,HS-grad,24,United-States,rejected
male,56,12th,40,United-States,rejected
female,36,11th,40,United-States,rejected
female,37,HS-grad,40,United-States,rejected
male,41,Bachelors,45,United-States,approved
male,42,Masters,50,United-States,approved
male,40,Bachelors,60,United-States,rejected
male,54,HS-grad,40,United-States,approved
female,81,1st-4th,20,United-States,rejected
male,37,Some-college,40,United-States,rejected
female,24,Bachelors,40,United-States,rejected
male,36,HS-grad,50,United-States,rejected
male,20,HS-grad,25,United-States,rejected
male,44,Bachelors,35,United-States,approved
male,28,HS-grad,35,United-States,rejected
male,41,HS-grad,50,United-States,rejected
male,40,HS-grad,25,United-States,rejected
male,26,Some-college,50,United-States,rejected
male,36,HS-grad,40,United-States,rejected
male,53,Some-college,40,United-States,rejected
female,45,Some-college,45,United-States,rejected
male,35,Some-college,40,United-States,rejected
female,26,HS-grad,40,United-States,rejected
male,22,7th-8th,40,United-States,rejected
male,37,HS-grad,40,United-States,rejected
male,61,10th,40,United-States,rejected
male,38,Assoc-acdm,40,United-States,approved
male,35,Assoc-voc,50,United-States,rejected
female,46,7th-8th,24,Guatemala,rejected
female,25,11th,12,United-States,rejected
male,21,HS-grad,40,United-States,rejected
male,33,HS-grad,40,United-States,rejected
male,54,HS-grad,35,United-States,rejected
female,58,Masters,45,United-States,rejected
male,39,Bachelors,40,United-States,rejected
female,51,HS-grad,38,United-States,rejected
male,41,Assoc-voc,40,United-States,rejected
male,33,10th,40,United-States,rejected
male,35,Bachelors,40,United-States,approved
male,48,1st-4th,50,Mexico,rejected
male,46,Bachelors,50,United-States,approved
male,32,HS-grad,40,United-States,rejected
female,30,Bachelors,40,United-States,approved
female,17,11th,8,United-States,rejected
male,18,HS-grad,35,United-States,rejected
male,76,Bachelors,50,United-States,approved
male,20,Some-college,40,United-States,rejected
male,36,Some-college,35,United-States,rejected
male,45,Some-college,40,United-States,rejected
female,45,Some-college,45,United-States,approved
male,40,Bachelors,20,United-States,rejected
male,51,Assoc-acdm,38,United-States,approved
female,22,HS-grad,40,United-States,rejected
female,55,Some-college,10,United-States,rejected
female,31,Assoc-acdm,45,United-States,rejected
male,50,Some-college,40,United-States,approved
male,58,12th,40,United-States,rejected
male,37,11th,40,United-States,rejected
male,19,Some-college,15,United-States,rejected
male,61,HS-grad,40,United-States,rejected
male,31,Assoc-voc,40,United-States,rejected
male,39,Some-college,40,United-States,rejected
female,38,HS-grad,30,United-States,rejected
male,48,11th,50,United-States,rejected
female,19,HS-grad,40,United-States,rejected
male,19,Some-college,20,United-States,rejected
male,55,HS-grad,50,United-States,rejected
female,52,Some-college,20,United-States,approved
male,29,Bachelors,50,United-States,rejected
male,53,HS-grad,40,United-States,rejected
male,40,Some-college,40,United-States,approved
female,19,11th,25,United-States,rejected
male,20,Some-college,8,India,rejected
male,25,HS-grad,40,United-States,rejected
female,58,Some-college,40,United-States,rejected
male,31,Bachelors,60,United-States,rejected
male,19,HS-grad,35,United-States,rejected
male,34,HS-grad,40,United-States,rejected
female,21,Some-college,50,United-States,rejected
male,19,HS-grad,30,United-States,rejected
male,50,Some-college,40,United-States,rejected
male,31,HS-grad,50,United-States,rejected
female,46,Assoc-acdm,40,United-States,rejected
male,44,Masters,40,United-States,approved
male,40,Bachelors,45,United-States,rejected
female,41,Prof-school,55,United-States,approved
male,52,Masters,32,United-States,approved
male,53,5th-6th,40,Puerto-Rico,approved
male,47,5th-6th,40,Mexico,rejected
male,29,Assoc-acdm,40,United-States,rejected
female,23,Some-college,50,United-States,rejected
male,63,HS-grad,40,United-States,rejected
male,19,HS-grad,40,United-States,rejected
male,34,HS-grad,48,United-States,rejected
male,45,Bachelors,40,United-States,approved
female,53,Bachelors,40,United-States,rejected
male,37,Bachelors,45,United-States,approved
male,34,Some-college,65,United-States,rejected
female,25,Bachelors,40,United-States,rejected
male,80,HS-grad,20,United-States,rejected
male,48,Bachelors,45,Italy,approved
male,56,HS-grad,40,United-States,approved
male,28,Bachelors,40,United-States,rejected
female,51,HS-grad,40,United-States,rejected
female,29,HS-grad,40,United-States,rejected
female,34,Assoc-acdm,35,United-States,rejected
female,24,HS-grad,30,United-States,rejected
female,38,HS-grad,30,United-States,rejected
male,25,HS-grad,40,United-States,rejected
female,33,HS-grad,40,United-States,rejected
female,31,HS-grad,40,United-States,rejected
female,43,HS-grad,44,Poland,rejected
male,39,Some-college,50,United-States,approved
male,26,HS-grad,48,United-States,rejected
male,46,Bachelors,55,United-States,approved
male,34,Some-college,62,Mexico,rejected
male,45,HS-grad,40,United-States,rejected
male,30,Bachelors,40,United-States,approved
male,54,Masters,45,United-States,approved
male,28,HS-grad,45,United-States,rejected
male,37,Assoc-acdm,40,United-States,rejected
male,50,11th,40,United-States,rejected
male,41,Some-college,7,United-States,rejected
female,24,Bachelors,40,Philippines,rejected
female,33,Bachelors,45,United-States,rejected
male,31,Masters,25,United-States,rejected
male,50,Masters,50,United-States,approved
male,38,Prof-school,35,United-States,approved
female,23,Some-college,20,United-States,rejected
male,18,11th,10,United-States,rejected
female,44,11th,30,United-States,rejected
female,48,HS-grad,40,United-States,rejected
male,36,Bachelors,50,United-States,rejected
male,27,Some-college,60,United-States,rejected
female,21,Some-college,55,United-States,rejected
male,27,HS-grad,40,United-States,rejected
male,36,Assoc-voc,40,United-States,rejected
male,42,HS-grad,40,United-States,rejected
female,31,Some-college,15,United-States,rejected
male,36,Some-college,65,United-States,rejected
male,42,Some-college,52,United-States,approved
female,43,Masters,40,United-States,approved
female,27,Bachelors,40,United-States,rejected
male,25,11th,40,United-States,rejected
male,33,Assoc-acdm,36,United-States,rejected
male,49,HS-grad,40,United-States,approved
male,21,Some-college,43,United-States,rejected
male,55,10th,45,United-States,rejected
male,32,HS-grad,40,United-States,rejected
male,45,Assoc-acdm,40,United-States,rejected
male,32,Bachelors,40,United-States,rejected
female,44,HS-grad,60,United-States,rejected
female,38,Assoc-acdm,50,United-States,approved
male,45,Assoc-voc,70,United-States,rejected
male,33,Bachelors,40,United-States,rejected
female,68,Some-college,40,United-States,rejected
male,60,Masters,40,United-States,rejected
female,30,Some-college,20,United-States,rejected
male,24,Bachelors,40,United-States,rejected
female,31,HS-grad,38,United-States,rejected
male,32,11th,55,United-States,rejected
male,21,9th,20,United-States,rejected
female,41,HS-grad,38,United-States,rejected
female,40,Bachelors,45,United-States,approved
female,55,HS-grad,40,United-States,rejected
male,31,Some-college,40,United-States,approved
female,41,Bachelors,40,United-States,rejected
male,40,Some-college,30,Guatemala,approved
male,57,HS-grad,50,United-States,approved
male,27,Bachelors,50,United-States,rejected
male,18,12th,18,United-States,rejected
male,24,11th,40,United-States,rejected
male,27,Masters,40,United-States,rejected
male,69,Bachelors,30,United-States,rejected
female,63,HS-grad,35,United-States,approved
male,34,Some-college,40,United-States,approved
male,36,Bachelors,35,United-States,approved
female,57,Masters,40,United-States,rejected
male,34,HS-grad,45,United-States,rejected
male,34,Prof-school,55,United-States,approved
male,25,Some-college,15,Mexico,rejected
male,32,HS-grad,55,United-States,rejected
male,40,HS-grad,40,United-States,rejected
male,48,HS-grad,44,United-States,approved
male,24,Assoc-voc,40,United-States,rejected
male,27,Bachelors,52,United-States,rejected
male,39,Bachelors,45,United-States,approved
female,36,Assoc-acdm,37,United-States,rejected
female,38,HS-grad,40,United-States,rejected
female,43,10th,40,United-States,rejected
female,39,HS-grad,45,United-States,rejected
male,45,HS-grad,40,United-States,approved
female,44,Assoc-acdm,50,United-States,rejected
male,40,HS-grad,56,United-States,rejected
male,58,Bachelors,45,United-States,rejected
female,26,HS-grad,32,United-States,rejected
male,50,HS-grad,40,United-States,rejected
male,26,Bachelors,40,United-States,rejected
male,22,Some-college,35,United-States,rejected
male,51,11th,30,United-States,approved
male,68,5th-6th,12,Italy,rejected
female,26,Bachelors,40,United-States,rejected
male,33,Some-college,40,United-States,rejected
male,68,9th,44,United-States,rejected
male,37,Assoc-voc,45,United-States,approved
female,21,HS-grad,20,United-States,rejected
male,22,10th,30,United-States,rejected
male,62,Some-college,60,United-States,rejected
female,21,Some-college,35,United-States,rejected
female,31,HS-grad,40,United-States,rejected
male,37,HS-grad,50,United-States,rejected
female,35,HS-grad,38,United-States,rejected
male,52,HS-grad,40,United-States,rejected
male,21,5th-6th,40,Mexico,rejected
male,22,HS-grad,40,United-States,rejected
male,27,Bachelors,50,United-States,approved
male,58,HS-grad,70,United-States,rejected
male,50,Assoc-acdm,60,Columbia,rejected
male,34,Some-college,40,United-States,rejected
male,43,HS-grad,40,Germany,approved
male,33,HS-grad,40,United-States,rejected
male,68,HS-grad,24,United-States,rejected
male,27,Some-college,40,United-States,rejected
male,42,Bachelors,40,United-States,rejected
female,20,HS-grad,20,United-States,rejected
male,58,HS-grad,35,United-States,approved
female,40,HS-grad,12,United-States,rejected
female,42,11th,40,United-States,rejected
female,42,Masters,40,United-States,rejected
male,24,Bachelors,40,United-States,rejected
female,38,7th-8th,40,United-States,rejected
male,45,Some-college,99,United-States,approved
male,34,11th,50,United-States,rejected
female,25,HS-grad,50,United-States,rejected
female,46,HS-grad,40,United-States,rejected
male,43,Some-college,50,Mexico,approved
female,28,Masters,40,United-States,rejected
male,51,Masters,50,United-States,approved
male,46,Bachelors,45,United-States,approved
female,38,Some-college,40,United-States,rejected
male,43,Masters,50,United-States,approved
male,23,Some-college,40,El-Salvador,rejected
male,17,10th,30,United-States,rejected
male,56,Bachelors,40,United-States,rejected
female,39,Bachelors,50,Poland,approved
male,40,Some-college,40,United-States,approved
male,36,Bachelors,40,United-States,approved
male,25,HS-grad,40,United-States,rejected
male,31,HS-grad,52,United-States,rejected
male,34,HS-grad,40,United-States,rejected
female,32,11th,15,United-States,rejected
female,35,Bachelors,40,United-States,rejected
male,46,HS-grad,40,United-States,approved
male,25,Bachelors,60,United-States,rejected
male,22,HS-grad,55,United-States,rejected
male,49,Bachelors,40,United-States,rejected
female,66,HS-grad,40,United-States,approved
male,21,Some-college,40,United-States,rejected
male,47,11th,40,United-States,rejected
female,40,Masters,45,United-States,approved
male,24,11th,35,Jamaica,rejected
male,70,HS-grad,37,United-States,rejected
male,26,Bachelors,40,United-States,rejected
male,41,HS-grad,52,United-States,approved
male,52,HS-grad,55,United-States,approved
male,33,7th-8th,40,Mexico,rejected
female,36,Assoc-voc,38,United-States,rejected
female,70,HS-grad,28,United-States,rejected
female,31,Bachelors,50,United-States,rejected
male,25,Bachelors,44,Philippines,rejected
male,22,HS-grad,40,United-States,rejected
female,27,Bachelors,40,South,rejected
female,36,HS-grad,40,United-States,approved
male,32,Bachelors,40,United-States,rejected
male,70,7th-8th,25,United-States,rejected
female,59,Some-college,40,United-States,rejected
male,28,HS-grad,40,United-States,rejected
female,34,HS-grad,20,United-States,rejected
female,20,Some-college,45,United-States,rejected
male,29,HS-grad,40,United-States,rejected
female,30,Prof-school,45,United-States,approved
male,54,HS-grad,40,United-States,rejected
male,50,9th,48,United-States,rejected
male,45,HS-grad,40,Mexico,rejected
female,18,11th,15,United-States,rejected
female,30,HS-grad,40,South,rejected
male,30,7th-8th,50,United-States,rejected
male,40,HS-grad,40,United-States,rejected
male,59,Some-college,40,United-States,rejected
male,47,HS-grad,42,United-States,rejected
male,19,10th,39,United-States,rejected
male,52,HS-grad,40,United-States,rejected
male,37,Assoc-acdm,65,United-States,approved
male,44,Bachelors,40,United-States,approved
male,46,Some-college,40,United-States,rejected
male,26,HS-grad,40,United-States,rejected
male,34,Bachelors,55,United-States,approved
male,55,7th-8th,50,United-States,rejected
male,34,HS-grad,70,United-States,rejected
male,66,HS-grad,40,United-States,rejected
male,20,HS-grad,40,United-States,rejected
male,39,Assoc-voc,40,United-States,approved
male,47,Some-college,40,United-States,approved
male,36,Prof-school,55,United-States,approved
male,59,11th,40,United-States,rejected
female,18,11th,20,United-States,rejected
male,37,Some-college,40,United-States,rejected
male,24,HS-grad,40,United-States,rejected
male,44,Assoc-acdm,40,United-States,approved
female,29,Assoc-acdm,50,United-States,rejected
female,27,5th-6th,20,Vietnam,rejected
female,25,Bachelors,30,United-States,rejected
male,25,Bachelors,40,United-States,rejected
male,19,HS-grad,40,United-States,rejected
male,31,HS-grad,50,United-States,approved
male,27,9th,40,United-States,rejected
female,22,HS-grad,20,United-States,rejected
female,41,Some-college,40,United-States,approved
male,39,HS-grad,40,United-States,rejected
male,49,Some-college,40,United-States,approved
male,48,Doctorate,40,India,approved
female,24,Bachelors,8,United-States,rejected
female,57,Bachelors,45,United-States,approved
male,26,Some-college,50,United-States,rejected
male,37,1st-4th,40,Cuba,rejected
male,26,Some-college,40,United-States,approved
female,23,Bachelors,20,United-States,rejected
female,21,HS-grad,40,United-States,rejected
male,51,11th,40,United-States,rejected
female,19,Some-college,15,United-States,rejected
female,17,10th,20,United-States,rejected
male,41,Assoc-voc,84,Mexico,rejected
male,77,Bachelors,14,United-States,rejected
male,34,HS-grad,40,United-States,rejected
male,31,Bachelors,45,United-States,approved
female,58,HS-grad,16,United-States,rejected
female,62,HS-grad,38,United-States,rejected
male,49,Masters,45,United-States,approved
female,20,Some-college,20,United-States,rejected
male,27,Some-college,50,United-States,rejected
male,59,HS-grad,40,United-States,approved
female,44,Bachelors,60,United-States,rejected
female,23,Some-college,25,United-States,rejected
female,45,Masters,50,United-States,approved
male,23,HS-grad,40,United-States,rejected
male,42,HS-grad,50,United-States,rejected
female,39,Bachelors,10,Japan,rejected
male,40,Some-college,40,United-States,rejected
male,40,Bachelors,35,United-States,rejected
male,53,11th,48,United-States,approved
female,33,12th,40,United-States,rejected
male,58,Bachelors,40,United-States,approved
male,74,Some-college,20,United-States,approved
male,33,HS-grad,45,United-States,approved
female,18,12th,8,United-States,rejected
male,46,Some-college,40,India,rejected
male,30,HS-grad,46,United-States,rejected
female,18,HS-grad,25,United-States,rejected
male,35,1st-4th,40,Guatemala,rejected
female,24,11th,40,United-States,rejected
male,24,Assoc-voc,55,United-States,rejected
male,51,Some-college,40,United-States,approved
male,17,11th,25,United-States,rejected
male,25,HS-grad,50,United-States,rejected
male,26,HS-grad,40,Poland,rejected
male,28,Some-college,40,United-States,approved
male,55,Masters,50,United-States,approved
male,35,Bachelors,50,United-States,approved
female,18,12th,12,United-States,rejected
male,23,7th-8th,36,United-States,rejected
female,69,Assoc-voc,25,United-States,rejected
male,55,Bachelors,45,United-States,approved
female,19,HS-grad,30,United-States,rejected
male,43,HS-grad,45,United-States,rejected
male,35,HS-grad,50,United-States,rejected
male,37,HS-grad,40,United-States,rejected
female,68,HS-grad,24,United-States,rejected
male,41,Assoc-voc,70,United-States,approved
male,51,Assoc-voc,50,United-States,approved
male,24,11th,40,United-States,rejected
male,51,HS-grad,84,United-States,approved
male,27,HS-grad,40,United-States,rejected
male,45,Some-college,40,United-States,approved
male,51,HS-grad,40,Haiti,rejected
female,44,HS-grad,40,Puerto-Rico,rejected
male,48,Masters,40,United-States,rejected
male,67,Masters,48,United-States,approved
female,49,9th,16,Jamaica,rejected
male,36,Some-college,40,United-States,rejected
female,29,7th-8th,40,United-States,rejected
male,42,Some-college,60,United-States,approved
female,30,Masters,45,United-States,rejected
male,76,5th-6th,20,United-States,rejected
female,26,HS-grad,40,United-States,rejected
male,38,Masters,65,United-States,approved
male,24,Bachelors,40,United-States,rejected
male,28,HS-grad,70,United-States,rejected
female,63,Some-college,60,United-States,rejected
female,22,Bachelors,40,United-States,approved
male,21,9th,40,United-States,rejected
male,20,Some-college,20,United-States,rejected
female,31,Masters,25,United-States,rejected
female,31,Bachelors,40,United-States,approved
male,45,Some-college,44,United-States,approved
male,33,Some-college,40,United-States,rejected
female,65,Some-college,35,United-States,rejected
male,31,Bachelors,40,United-States,rejected
male,39,Bachelors,50,United-States,approved
male,51,Masters,40,United-States,approved
female,32,Assoc-voc,35,England,rejected
male,45,Bachelors,40,United-States,rejected
male,29,Some-college,50,United-States,rejected
male,62,HS-grad,40,United-States,rejected
female,30,Bachelors,35,United-States,rejected
male,29,Assoc-voc,43,United-States,rejected
male,42,Masters,40,United-States,approved
male,20,HS-grad,30,United-States,rejected
male,58,Bachelors,40,United-States,rejected
male,35,Assoc-voc,50,United-States,rejected
female,42,Some-college,40,United-States,rejected
male,47,Some-college,40,United-States,rejected
female,21,HS-grad,40,United-States,rejected
male,53,Doctorate,50,United-States,approved
female,35,Some-college,40,United-States,approved
male,23,Some-college,45,United-States,rejected
male,24,Bachelors,20,United-States,rejected
female,37,HS-grad,45,United-States,rejected
female,55,HS-grad,40,France,rejected
female,24,Some-college,45,United-States,rejected
female,19,11th,25,United-States,rejected
male,25,Bachelors,60,United-States,rejected
male,38,Bachelors,40,United-States,approved
male,62,Some-college,40,United-States,rejected
male,57,HS-grad,40,United-States,rejected
female,25,Assoc-acdm,40,United-States,rejected
male,23,Bachelors,32,United-States,rejected
female,26,Bachelors,40,United-States,approved
female,46,HS-grad,60,United-States,rejected
female,31,Some-college,40,United-States,approved
male,56,12th,40,United-States,approved
male,57,Some-college,40,United-States,approved
female,34,Assoc-voc,40,Germany,rejected
male,43,HS-grad,40,United-States,rejected
female,39,5th-6th,30,Puerto-Rico,rejected
male,34,Bachelors,45,United-States,approved
male,39,HS-grad,16,United-States,rejected
male,33,Some-college,40,United-States,rejected
female,60,HS-grad,50,United-States,rejected
female,31,Bachelors,65,United-States,approved
male,30,HS-grad,40,United-States,rejected
female,39,Some-college,35,United-States,rejected
male,44,Bachelors,65,United-States,rejected
female,33,Bachelors,40,United-States,rejected
male,26,Bachelors,50,United-States,rejected
female,44,Some-college,46,United-States,rejected
male,21,Some-college,40,United-States,rejected
male,33,Some-college,40,Peru,approved
male,48,HS-grad,40,United-States,rejected
male,39,HS-grad,40,United-States,rejected
female,18,HS-grad,20,United-States,rejected
male,23,Bachelors,40,United-States,rejected
male,41,Some-college,40,United-States,rejected
male,40,HS-grad,40,United-States,approved
female,44,9th,50,United-States,rejected
male,27,HS-grad,60,United-States,rejected
male,59,HS-grad,40,United-States,rejected
male,30,11th,45,United-States,rejected
male,57,Some-college,40,United-States,rejected
male,48,HS-grad,45,United-States,rejected
male,38,Some-college,60,United-States,approved
male,43,Prof-school,60,United-States,approved
male,40,Bachelors,40,United-States,approved
female,47,HS-grad,20,United-States,approved
male,33,10th,40,United-States,rejected
male,40,Assoc-voc,38,United-States,approved
male,38,HS-grad,45,United-States,rejected
male,42,Some-college,50,United-States,rejected
male,40,Bachelors,15,United-States,rejected
male,37,Some-college,60,United-States,approved
female,27,11th,45,United-States,rejected
female,26,Bachelors,40,United-States,rejected
male,18,HS-grad,3,United-States,rejected
male,66,Masters,50,United-States,rejected
male,45,Some-college,65,United-States,approved
female,23,Bachelors,40,United-States,rejected
female,17,HS-grad,20,United-States,rejected
male,49,HS-grad,40,United-States,rejected
male,29,HS-grad,50,United-States,approved
male,34,Some-college,40,United-States,rejected
female,49,Masters,50,United-States,rejected
male,36,HS-grad,40,United-States,rejected
male,64,5th-6th,40,United-States,rejected
female,31,Some-college,45,United-States,rejected
female,30,Some-college,55,United-States,rejected
male,23,HS-grad,1,Vietnam,rejected
female,62,HS-grad,99,United-States,rejected
male,61,HS-grad,48,United-States,rejected
male,29,Assoc-voc,55,United-States,rejected
male,46,Bachelors,65,United-States,approved
male,36,Bachelors,30,United-States,rejected
female,45,Some-college,40,United-States,rejected
female,27,Some-college,45,United-States,rejected
male,33,Some-college,50,United-States,rejected
female,46,Assoc-acdm,40,United-States,rejected
female,64,Bachelors,40,Peru,rejected
female,38,Bachelors,20,United-States,approved
male,46,HS-grad,44,United-States,rejected
female,49,Bachelors,56,United-States,approved
male,25,Bachelors,40,United-States,rejected
female,27,Bachelors,20,United-States,rejected
male,32,HS-grad,40,United-States,rejected
male,38,HS-grad,40,United-States,rejected
female,30,HS-grad,24,United-States,rejected
female,36,5th-6th,40,United-States,rejected
male,37,HS-grad,50,United-States,rejected
male,30,Some-college,40,South,approved
male,50,HS-grad,2,United-States,rejected
male,60,HS-grad,40,United-States,rejected
female,32,Assoc-voc,40,United-States,rejected
male,43,HS-grad,40,United-States,rejected
male,29,Bachelors,40,United-States,rejected
male,47,HS-grad,40,United-States,rejected
male,42,Some-college,40,United-States,approved
male,29,Doctorate,50,United-States,approved
male,19,HS-grad,40,United-States,rejected
male,34,HS-grad,40,United-States,rejected
female,36,Bachelors,50,United-States,rejected
male,23,HS-grad,72,Dominican-Republic,rejected
female,60,Masters,25,United-States,rejected
male,55,HS-grad,40,United-States,rejected
female,22,11th,40,United-States,rejected
male,84,Masters,66,United-States,rejected
female,44,Masters,55,United-States,rejected
male,35,HS-grad,50,United-States,approved
female,53,Some-college,43,United-States,rejected
male,33,Some-college,40,United-States,rejected
female,29,HS-grad,10,United-States,rejected
male,34,Assoc-voc,40,United-States,approved
male,60,10th,40,United-States,rejected
female,57,HS-grad,45,United-States,rejected
male,21,HS-grad,45,United-States,rejected
female,39,HS-grad,22,United-States,rejected
male,24,HS-grad,40,United-States,rejected
female,20,Some-college,6,United-States,rejected
male,56,Bachelors,50,United-States,rejected
male,40,Bachelors,45,United-States,rejected
female,28,Some-college,40,United-States,rejected
male,26,Bachelors,45,United-States,approved
male,36,Assoc-voc,37,Hong,rejected
male,56,Some-college,60,United-States,rejected
male,76,Masters,40,United-States,approved
male,39,Assoc-voc,40,United-States,rejected
male,63,Some-college,40,United-States,approved
male,38,Some-college,40,United-States,rejected
female,48,HS-grad,35,United-States,rejected
female,17,10th,20,United-States,rejected
male,33,7th-8th,35,United-States,rejected
female,26,Bachelors,40,Hong,rejected
male,59,HS-grad,40,United-States,approved
male,39,Bachelors,60,United-States,approved
male,42,HS-grad,40,United-States,rejected
male,28,HS-grad,40,United-States,rejected
male,43,Some-college,40,United-States,rejected
male,17,10th,15,United-States,rejected
female,28,11th,40,United-States,rejected
male,32,HS-grad,48,United-States,rejected
male,43,HS-grad,40,United-States,rejected
male,43,Assoc-voc,45,United-States,approved
female,44,Masters,40,United-States,rejected
male,22,Some-college,40,United-States,rejected
male,32,11th,40,United-States,rejected
male,26,5th-6th,50,United-States,rejected
male,21,HS-grad,40,United-States,rejected
female,25,HS-grad,40,United-States,rejected
female,36,Some-college,40,United-States,rejected
male,26,Some-college,60,United-States,rejected
male,35,Some-college,58,United-States,rejected
male,50,Bachelors,40,Italy,approved
female,30,Assoc-acdm,40,United-States,rejected
male,44,Bachelors,42,United-States,rejected
female,36,Some-college,40,United-States,rejected
male,20,Some-college,47,United-States,rejected
male,46,Some-college,40,United-States,approved
female,50,Bachelors,45,United-States,rejected
female,25,Bachelors,40,United-States,approved
male,38,Some-college,60,United-States,rejected
female,52,Some-college,24,United-States,rejected
male,44,Some-college,50,United-States,approved
male,21,Some-college,20,United-States,rejected
male,44,Bachelors,35,United-States,approved
male,46,Masters,30,United-States,rejected
male,41,Bachelors,48,United-States,approved
female,36,HS-grad,40,United-States,rejected
male,38,Assoc-acdm,50,United-States,approved
female,50,Some-college,40,United-States,rejected
male,59,Bachelors,60,United-States,rejected
female,40,Assoc-acdm,40,United-States,rejected
male,65,HS-grad,40,Greece,rejected
female,24,HS-grad,49,United-States,rejected
male,29,Assoc-acdm,40,United-States,rejected
male,70,Some-college,40,United-States,approved
female,45,HS-grad,14,United-States,rejected
female,27,Some-college,50,United-States,rejected
female,33,Assoc-voc,40,United-States,rejected
male,64,Bachelors,40,United-States,approved
male,35,HS-grad,40,United-States,rejected
male,30,HS-grad,44,United-States,rejected
female,23,Bachelors,40,United-States,rejected
male,30,HS-grad,40,United-States,rejected
female,27,HS-grad,40,United-States,rejected
male,36,Assoc-acdm,70,United-States,rejected
male,60,Some-college,16,United-States,approved
female,47,Some-college,20,United-States,rejected
male,32,HS-grad,40,United-States,rejected
male,19,Some-college,40,United-States,rejected
male,22,HS-grad,40,Yugoslavia,rejected
female,55,Bachelors,40,United-States,rejected
male,48,Bachelors,50,United-States,rejected
male,34,Bachelors,50,United-States,approved
male,37,HS-grad,50,United-States,approved
female,64,Doctorate,40,United-States,approved
male,36,Bachelors,40,United-States,rejected
male,33,HS-grad,40,United-States,rejected
female,59,HS-grad,24,United-States,rejected
male,55,HS-grad,40,United-States,rejected
male,40,Some-college,40,United-States,approved
male,30,Some-college,65,United-States,rejected
male,45,Some-college,40,United-States,rejected
male,46,HS-grad,40,United-States,rejected
male,42,HS-grad,50,United-States,rejected
male,34,HS-grad,40,China,rejected
female,67,Some-college,16,United-States,rejected
male,40,Bachelors,37,United-States,rejected
male,53,11th,40,United-States,rejected
male,61,HS-grad,50,United-States,approved
female,51,HS-grad,40,United-States,rejected
female,18,Masters,60,United-States,rejected
male,41,Some-college,40,United-States,approved
male,36,Some-college,45,United-States,rejected
female,34,HS-grad,40,United-States,rejected
male,34,HS-grad,40,United-States,rejected
male,36,Assoc-acdm,40,England,approved
male,24,Bachelors,45,United-States,rejected
male,37,HS-grad,40,United-States,rejected
male,42,Bachelors,40,United-States,approved
female,27,HS-grad,26,United-States,rejected
female,72,Some-college,16,United-States,rejected
male,57,Assoc-acdm,75,United-States,rejected
male,53,Masters,55,United-States,approved
male,35,HS-grad,30,United-States,rejected
female,45,Assoc-voc,40,United-States,rejected
male,36,Bachelors,40,United-States,rejected
female,44,Some-college,25,United-States,rejected
male,37,HS-grad,40,United-States,approved
female,36,Some-college,40,United-States,rejected
male,43,Bachelors,40,United-States,approved
male,60,Some-college,46,United-States,rejected
male,42,Some-college,40,United-States,rejected
female,41,5th-6th,40,Mexico,rejected
female,32,HS-grad,20,United-States,rejected
male,42,Doctorate,50,United-States,approved
male,31,Bachelors,45,United-States,rejected
male,38,HS-grad,40,United-States,approved
male,55,HS-grad,40,United-States,rejected
female,28,Assoc-voc,40,United-States,rejected
male,25,Bachelors,45,United-States,approved
male,29,HS-grad,48,United-States,rejected
male,21,HS-grad,40,United-States,rejected
male,46,Assoc-voc,40,United-States,approved
female,32,HS-grad,16,United-States,rejected
male,30,HS-grad,40,United-States,approved
male,22,Bachelors,40,United-States,rejected
female,50,HS-grad,40,United-States,rejected
male,23,12th,40,United-States,rejected
female,21,Assoc-acdm,18,United-States,rejected
male,32,Bachelors,30,United-States,rejected
male,65,Some-college,27,United-States,rejected
male,23,Some-college,32,United-States,rejected
female,35,HS-grad,40,United-States,rejected
male,40,Bachelors,50,United-States,rejected
male,42,Assoc-voc,40,United-States,rejected
male,28,HS-grad,40,United-States,rejected
female,41,HS-grad,40,United-States,rejected
female,25,HS-grad,46,United-States,rejected
male,54,10th,40,United-States,rejected
female,39,Some-college,37,United-States,rejected
male,23,9th,40,United-States,rejected
male,23,Assoc-voc,55,United-States,approved
male,58,Bachelors,45,United-States,approved
female,33,Assoc-voc,40,United-States,rejected
male,21,Some-college,32,United-States,rejected
male,28,HS-grad,40,United-States,rejected
male,30,HS-grad,10,United-States,rejected
female,51,HS-grad,38,United-States,rejected
male,36,Some-college,20,United-States,approved
male,26,5th-6th,30,Mexico,rejected
female,46,Masters,55,United-States,approved
female,58,12th,24,United-States,rejected
female,22,Bachelors,35,United-States,rejected
male,24,HS-grad,40,United-States,rejected
female,55,10th,35,United-States,rejected
female,44,HS-grad,60,United-States,rejected
female,59,Bachelors,40,United-States,rejected
female,70,Some-college,12,United-States,rejected
male,40,HS-grad,40,United-States,approved
male,36,Some-college,40,United-States,rejected
male,46,Some-college,60,United-States,approved
female,27,Bachelors,40,United-States,rejected
male,32,Bachelors,35,United-States,approved
